category,subcategory,product_name,reference_date,vendor_group_name,price,,,,,,,,,,,,,
Baby,Formula,Nestle Lactogen Soy Infant Formula 728g,2025-01-22 00:00:00,Savings Plus Supermarkets,,,,,,,,,,,,,,
Baby,Formula,Nestle Lactogen Soy Infant Formula 728g,2025-01-22 00:00:00,Trimart Supermarkets,,,,,,,,,,,,,,
Baby,Formula,Similac Advance Complete Nutrition 352g,2025-01-08 00:00:00,Aone Supermarkets,,,,,,,,,,,,,,
Baby,Formula,Similac Advance Complete Nutrition 352g,2025-01-08 00:00:00,Channell Supermarkets,,,,,,,,,,,,,,
Baby,Formula,Similac Advance Complete Nutrition 352g,2025-01-08 00:00:00,Cherish Supermarket,,,,,,,,,,,,,,
Baby,Formula,Similac Advance Complete Nutrition 352g,2025-01-08 00:00:00,Eddies Supermarket,,,,,,,,,,,,,,
Baby,Formula,Similac Advance Complete Nutrition 352g,2025-01-08 00:00:00,Fair Deals Supermarkets,,,,,,,,,,,,,,
Baby,Formula,Similac Advance Complete Nutrition 352g,2025-01-08 00:00:00,Jordans Supermarkets,,,,,,,,,,,,,,
Baby,Formula,Similac Advance Complete Nutrition 352g,2025-01-08 00:00:00,Lionel C Hill Supermarket,27.94,,,,,,,,,,,,,
Baby,Formula,Similac Advance Complete Nutrition 352g,2025-01-08 00:00:00,Massy Stores,,,,,,,,,,,,,,
Baby,Formula,Similac Advance Complete Nutrition 352g,2025-01-08 00:00:00,People's Market,,,,,,,,,,,,,,
Baby,Formula,Similac Advance Complete Nutrition 352g,2025-01-08 00:00:00,Popular Discount Supermarkets,,,,,,,,,,,,,,
Baby,Formula,Similac Advance Complete Nutrition 352g,2025-01-08 00:00:00,Price Lo,,,,,,,,,,,,,,
Baby,Formula,Similac Advance Complete Nutrition 352g,2025-01-08 00:00:00,Roxy Supermarket,27.95,,,,,,,,,,,,,
Baby,Formula,Similac Advance Complete Nutrition 352g,2025-01-08 00:00:00,Savings Plus Supermarkets,,,,,,,,,,,,,,
Baby,Formula,Similac Advance Complete Nutrition 352g,2025-01-08 00:00:00,Trimart Supermarkets,,,,,,,,,,,,,,
Baby,Formula,Similac Advance Complete Nutrition 352g,2025-01-22 00:00:00,Aone Supermarkets,29.05,,,,,,,,,,,,,
Baby,Formula,Similac Advance Complete Nutrition 352g,2025-01-22 00:00:00,Channell Supermarkets,28.39,,,,,,,,,,,,,
Baby,Formula,Similac Advance Complete Nutrition 352g,2025-01-22 00:00:00,Cherish Supermarket,22.99,,,,,,,,,,,,,
Baby,Formula,Similac Advance Complete Nutrition 352g,2025-01-22 00:00:00,Eddies Supermarket,,,,,,,,,,,,,,
Baby,Formula,Similac Advance Complete Nutrition 352g,2025-01-22 00:00:00,Fair Deals Supermarkets,,,,,,,,,,,,,,
Baby,Formula,Similac Advance Complete Nutrition 352g,2025-01-22 00:00:00,Jordans Supermarkets,23.3,,,,,,,,,,,,,
Baby,Formula,Similac Advance Complete Nutrition 352g,2025-01-22 00:00:00,Lionel C Hill Supermarket,,,,,,,,,,,,,,
Baby,Formula,Similac Advance Complete Nutrition 352g,2025-01-22 00:00:00,Massy Stores,22.99,,,,,,,,,,,,,
Baby,Formula,Similac Advance Complete Nutrition 352g,2025-01-22 00:00:00,People's Market,29.22,,,,,,,,,,,,,
Baby,Formula,Similac Advance Complete Nutrition 352g,2025-01-22 00:00:00,Popular Discount Supermarkets,22.49,,,,,,,,,,,,,
Baby,Formula,Similac Advance Complete Nutrition 352g,2025-01-22 00:00:00,Price Lo,22.75,,,,,,,,,,,,,
Baby,Formula,Similac Advance Complete Nutrition 352g,2025-01-22 00:00:00,Roxy Supermarket,,,,,,,,,,,,,,
Baby,Formula,Similac Advance Complete Nutrition 352g,2025-01-22 00:00:00,Savings Plus Supermarkets,25.49,,,,,,,,,,,,,
Baby,Formula,Similac Advance Complete Nutrition 352g,2025-01-22 00:00:00,Trimart Supermarkets,28.39,,,,,,,,,,,,,
Baby,Formula,Similac Go & Grow 661g,2025-01-08 00:00:00,Aone Supermarkets,54.8,,,,,,,,,,,,,
Baby,Formula,Similac Go & Grow 661g,2025-01-08 00:00:00,Channell Supermarkets,,,,,,,,,,,,,,
Baby,Formula,Similac Go & Grow 661g,2025-01-08 00:00:00,Cherish Supermarket,,,,,,,,,,,,,,
Baby,Formula,Similac Go & Grow 661g,2025-01-08 00:00:00,Eddies Supermarket,,,,,,,,,,,,,,
Baby,Formula,Similac Go & Grow 661g,2025-01-08 00:00:00,Fair Deals Supermarkets,,,,,,,,,,,,,,
Baby,Formula,Similac Go & Grow 661g,2025-01-08 00:00:00,Jordans Supermarkets,45.45,,,,,,,,,,,,,
Baby,Formula,Similac Go & Grow 661g,2025-01-08 00:00:00,Lionel C Hill Supermarket,,,,,,,,,,,,,,
Baby,Formula,Similac Go & Grow 661g,2025-01-08 00:00:00,Massy Stores,,,,,,,,,,,,,,
Baby,Formula,Similac Go & Grow 661g,2025-01-08 00:00:00,People's Market,,,,,,,,,,,,,,
Baby,Formula,Similac Go & Grow 661g,2025-01-08 00:00:00,Popular Discount Supermarkets,,,,,,,,,,,,,,
Baby,Formula,Similac Go & Grow 661g,2025-01-08 00:00:00,Price Lo,,,,,,,,,,,,,,
Baby,Formula,Similac Go & Grow 661g,2025-01-08 00:00:00,Roxy Supermarket,,,,,,,,,,,,,,
Baby,Formula,Similac Go & Grow 661g,2025-01-08 00:00:00,Savings Plus Supermarkets,,,,,,,,,,,,,,
Baby,Formula,Similac Go & Grow 661g,2025-01-08 00:00:00,Trimart Supermarkets,,,,,,,,,,,,,,
Baby,Formula,Similac Go & Grow 661g,2025-01-22 00:00:00,Aone Supermarkets,,,,,,,,,,,,,,
Baby,Formula,Similac Go & Grow 661g,2025-01-22 00:00:00,Channell Supermarkets,,,,,,,,,,,,,,
Baby,Formula,Similac Go & Grow 661g,2025-01-22 00:00:00,Cherish Supermarket,35.99,,,,,,,,,,,,,
Baby,Formula,Similac Go & Grow 661g,2025-01-22 00:00:00,Eddies Supermarket,,,,,,,,,,,,,,
Baby,Formula,Similac Go & Grow 661g,2025-01-22 00:00:00,Fair Deals Supermarkets,,,,,,,,,,,,,,
Baby,Formula,Similac Go & Grow 661g,2025-01-22 00:00:00,Jordans Supermarkets,,,,,,,,,,,,,,
Baby,Formula,Similac Go & Grow 661g,2025-01-22 00:00:00,Lionel C Hill Supermarket,,,,,,,,,,,,,,
Baby,Formula,Similac Go & Grow 661g,2025-01-22 00:00:00,Massy Stores,43.99,,,,,,,,,,,,,
Baby,Formula,Similac Go & Grow 661g,2025-01-22 00:00:00,People's Market,,,,,,,,,,,,,,
Baby,Formula,Similac Go & Grow 661g,2025-01-22 00:00:00,Popular Discount Supermarkets,,,,,,,,,,,,,,
Baby,Formula,Similac Go & Grow 661g,2025-01-22 00:00:00,Price Lo,,,,,,,,,,,,,,
Baby,Formula,Similac Go & Grow 661g,2025-01-22 00:00:00,Roxy Supermarket,,,,,,,,,,,,,,
Baby,Formula,Similac Go & Grow 661g,2025-01-22 00:00:00,Savings Plus Supermarkets,,,,,,,,,,,,,,
Baby,Formula,Similac Go & Grow 661g,2025-01-22 00:00:00,Trimart Supermarkets,,,,,,,,,,,,,,
Baking & Bread,Biscuits,Wibisco Eclipse 1pk,2025-01-08 00:00:00,Aone Supermarkets,,,,,,,,,,,,,,
Baking & Bread,Biscuits,Wibisco Eclipse 1pk,2025-01-08 00:00:00,Channell Supermarkets,,,,,,,,,,,,,,
Baking & Bread,Biscuits,Wibisco Eclipse 1pk,2025-01-08 00:00:00,Cherish Supermarket,,,,,,,,,,,,,,
Baking & Bread,Biscuits,Wibisco Eclipse 1pk,2025-01-08 00:00:00,Eddies Supermarket,,,,,,,,,,,,,,
Baking & Bread,Biscuits,Wibisco Eclipse 1pk,2025-01-08 00:00:00,Fair Deals Supermarkets,,,,,,,,,,,,,,
Baking & Bread,Biscuits,Wibisco Eclipse 1pk,2025-01-08 00:00:00,Jordans Supermarkets,,,,,,,,,,,,,,
Baking & Bread,Biscuits,Wibisco Eclipse 1pk,2025-01-08 00:00:00,Lionel C Hill Supermarket,,,,,,,,,,,,,,
Baking & Bread,Biscuits,Wibisco Eclipse 1pk,2025-01-08 00:00:00,Massy Stores,,,,,,,,,,,,,,
Baking & Bread,Biscuits,Wibisco Eclipse 1pk,2025-01-08 00:00:00,People's Market,2.33,,,,,,,,,,,,,
Baking & Bread,Biscuits,Wibisco Eclipse 1pk,2025-01-08 00:00:00,Popular Discount Supermarkets,,,,,,,,,,,,,,
Baking & Bread,Biscuits,Wibisco Eclipse 1pk,2025-01-08 00:00:00,Price Lo,,,,,,,,,,,,,,
Baking & Bread,Biscuits,Wibisco Eclipse 1pk,2025-01-08 00:00:00,Roxy Supermarket,,,,,,,,,,,,,,
Baking & Bread,Biscuits,Wibisco Eclipse 1pk,2025-01-08 00:00:00,Savings Plus Supermarkets,,,,,,,,,,,,,,
Baking & Bread,Biscuits,Wibisco Eclipse 1pk,2025-01-08 00:00:00,Trimart Supermarkets,,,,,,,,,,,,,,
Baking & Bread,Biscuits,Wibisco Eclipse 1pk,2025-01-22 00:00:00,Aone Supermarkets,2.25,,,,,,,,,,,,,
Baking & Bread,Biscuits,Wibisco Eclipse 1pk,2025-01-22 00:00:00,Channell Supermarkets,2.25,,,,,,,,,,,,,
Baking & Bread,Biscuits,Wibisco Eclipse 1pk,2025-01-22 00:00:00,Cherish Supermarket,2.09,,,,,,,,,,,,,
Baking & Bread,Biscuits,Wibisco Eclipse 1pk,2025-01-22 00:00:00,Eddies Supermarket,2.25,,,,,,,,,,,,,
Baking & Bread,Biscuits,Wibisco Eclipse 1pk,2025-01-22 00:00:00,Fair Deals Supermarkets,2.25,,,,,,,,,,,,,
Baking & Bread,Biscuits,Wibisco Eclipse 1pk,2025-01-22 00:00:00,Jordans Supermarkets,2.25,,,,,,,,,,,,,
Baking & Bread,Biscuits,Wibisco Eclipse 1pk,2025-01-22 00:00:00,Lionel C Hill Supermarket,2.25,,,,,,,,,,,,,
Baking & Bread,Biscuits,Wibisco Eclipse 1pk,2025-01-22 00:00:00,Massy Stores,2.35,,,,,,,,,,,,,
Baking & Bread,Biscuits,Wibisco Eclipse 1pk,2025-01-22 00:00:00,People's Market,,,,,,,,,,,,,,
Baking & Bread,Biscuits,Wibisco Eclipse 1pk,2025-01-22 00:00:00,Popular Discount Supermarkets,1.99,,,,,,,,,,,,,
Baking & Bread,Biscuits,Wibisco Eclipse 1pk,2025-01-22 00:00:00,Price Lo,1.99,,,,,,,,,,,,,
Baking & Bread,Biscuits,Wibisco Eclipse 1pk,2025-01-22 00:00:00,Roxy Supermarket,2.25,,,,,,,,,,,,,
Baking & Bread,Biscuits,Wibisco Eclipse 1pk,2025-01-22 00:00:00,Savings Plus Supermarkets,2.35,,,,,,,,,,,,,
Baking & Bread,Biscuits,Wibisco Eclipse 1pk,2025-01-22 00:00:00,Trimart Supermarkets,2.25,,,,,,,,,,,,,
Baking & Bread,Biscuits,Wibisco Eclipse 6pk,2025-01-22 00:00:00,Aone Supermarkets,13.45,,,,,,,,,,,,,
Baking & Bread,Biscuits,Wibisco Eclipse 6pk,2025-01-22 00:00:00,Channell Supermarkets,13.45,,,,,,,,,,,,,
Baking & Bread,Biscuits,Wibisco Eclipse 6pk,2025-01-22 00:00:00,Cherish Supermarket,11.39,,,,,,,,,,,,,
Baking & Bread,Biscuits,Wibisco Eclipse 6pk,2025-01-22 00:00:00,Eddies Supermarket,13.45,,,,,,,,,,,,,
Baking & Bread,Biscuits,Wibisco Eclipse 6pk,2025-01-22 00:00:00,Fair Deals Supermarkets,13.45,,,,,,,,,,,,,
Baking & Bread,Biscuits,Wibisco Eclipse 6pk,2025-01-22 00:00:00,Jordans Supermarkets,13.45,,,,,,,,,,,,,
Baking & Bread,Biscuits,Wibisco Eclipse 6pk,2025-01-22 00:00:00,Lionel C Hill Supermarket,13.45,,,,,,,,,,,,,
Baking & Bread,Biscuits,Wibisco Eclipse 6pk,2025-01-22 00:00:00,Massy Stores,11.69,,,,,,,,,,,,,
Baking & Bread,Biscuits,Wibisco Eclipse 6pk,2025-01-22 00:00:00,People's Market,14.01,,,,,,,,,,,,,
Baking & Bread,Biscuits,Wibisco Eclipse 6pk,2025-01-22 00:00:00,Popular Discount Supermarkets,10.9,,,,,,,,,,,,,
Baking & Bread,Biscuits,Wibisco Eclipse 6pk,2025-01-22 00:00:00,Price Lo,10.99,,,,,,,,,,,,,
Baking & Bread,Biscuits,Wibisco Eclipse 6pk,2025-01-22 00:00:00,Roxy Supermarket,13.4,,,,,,,,,,,,,
Baking & Bread,Biscuits,Wibisco Eclipse 6pk,2025-01-22 00:00:00,Savings Plus Supermarkets,13.45,,,,,,,,,,,,,
Baking & Bread,Biscuits,Wibisco Eclipse 6pk,2025-01-22 00:00:00,Trimart Supermarkets,13.45,,,,,,,,,,,,,
Baking & Bread,Biscuits,Wibisco Eclipse Whole Wheat 1pk,2025-01-08 00:00:00,Aone Supermarkets,,,,,,,,,,,,,,
Baking & Bread,Biscuits,Wibisco Eclipse Whole Wheat 1pk,2025-01-08 00:00:00,Channell Supermarkets,,,,,,,,,,,,,,
Baking & Bread,Biscuits,Wibisco Eclipse Whole Wheat 1pk,2025-01-08 00:00:00,Cherish Supermarket,,,,,,,,,,,,,,
Baking & Bread,Biscuits,Wibisco Eclipse Whole Wheat 1pk,2025-01-08 00:00:00,Eddies Supermarket,,,,,,,,,,,,,,
Baking & Bread,Biscuits,Wibisco Eclipse Whole Wheat 1pk,2025-01-08 00:00:00,Fair Deals Supermarkets,2.33,,,,,,,,,,,,,
Baking & Bread,Biscuits,Wibisco Eclipse Whole Wheat 1pk,2025-01-08 00:00:00,Jordans Supermarkets,,,,,,,,,,,,,,
Baking & Bread,Biscuits,Wibisco Eclipse Whole Wheat 1pk,2025-01-08 00:00:00,Lionel C Hill Supermarket,,,,,,,,,,,,,,
Baking & Bread,Biscuits,Wibisco Eclipse Whole Wheat 1pk,2025-01-08 00:00:00,Massy Stores,,,,,,,,,,,,,,
Baking & Bread,Biscuits,Wibisco Eclipse Whole Wheat 1pk,2025-01-08 00:00:00,People's Market,,,,,,,,,,,,,,
Baking & Bread,Biscuits,Wibisco Eclipse Whole Wheat 1pk,2025-01-08 00:00:00,Popular Discount Supermarkets,,,,,,,,,,,,,,
Baking & Bread,Biscuits,Wibisco Eclipse Whole Wheat 1pk,2025-01-08 00:00:00,Price Lo,,,,,,,,,,,,,,
Baking & Bread,Biscuits,Wibisco Eclipse Whole Wheat 1pk,2025-01-08 00:00:00,Roxy Supermarket,,,,,,,,,,,,,,
Baking & Bread,Biscuits,Wibisco Eclipse Whole Wheat 1pk,2025-01-08 00:00:00,Savings Plus Supermarkets,,,,,,,,,,,,,,
Baking & Bread,Biscuits,Wibisco Eclipse Whole Wheat 1pk,2025-01-22 00:00:00,Trimart Supermarkets,,,,,,,,,,,,,,
Baking & Bread,Biscuits,Wibisco Eclipse Whole Wheat 1pk,2025-01-22 00:00:00,Aone Supermarkets,2.4,,,,,,,,,,,,,
Baking & Bread,Biscuits,Wibisco Eclipse Whole Wheat 1pk,2025-01-22 00:00:00,Channell Supermarkets,2.4,,,,,,,,,,,,,
Baking & Bread,Biscuits,Wibisco Eclipse Whole Wheat 1pk,2025-01-22 00:00:00,Cherish Supermarket,2.39,,,,,,,,,,,,,
Baking & Bread,Biscuits,Wibisco Eclipse Whole Wheat 1pk,2025-01-22 00:00:00,Eddies Supermarket,2.4,,,,,,,,,,,,,
Baking & Bread,Biscuits,Wibisco Eclipse Whole Wheat 1pk,2025-01-22 00:00:00,Fair Deals Supermarkets,,,,,,,,,,,,,,
Baking & Bread,Biscuits,Wibisco Eclipse Whole Wheat 1pk,2025-01-22 00:00:00,Jordans Supermarkets,2.3,,,,,,,,,,,,,
Baking & Bread,Biscuits,Wibisco Eclipse Whole Wheat 1pk,2025-01-22 00:00:00,Lionel C Hill Supermarket,2.4,,,,,,,,,,,,,
Baking & Bread,Biscuits,Wibisco Eclipse Whole Wheat 1pk,2025-01-22 00:00:00,Massy Stores,2.49,,,,,,,,,,,,,
Baking & Bread,Biscuits,Wibisco Eclipse Whole Wheat 1pk,2025-01-22 00:00:00,People's Market,2.52,,,,,,,,,,,,,
Baking & Bread,Biscuits,Wibisco Eclipse Whole Wheat 1pk,2025-01-22 00:00:00,Popular Discount Supermarkets,2.3,,,,,,,,,,,,,
Baking & Bread,Biscuits,Wibisco Eclipse Whole Wheat 1pk,2025-01-22 00:00:00,Price Lo,2.49,,,,,,,,,,,,,
Baking & Bread,Biscuits,Wibisco Eclipse Whole Wheat 1pk,2025-01-22 00:00:00,Roxy Supermarket,2.5,,,,,,,,,,,,,
Baking & Bread,Biscuits,Wibisco Eclipse Whole Wheat 1pk,2025-01-22 00:00:00,Savings Plus Supermarkets,2.4,,,,,,,,,,,,,
Baking & Bread,Biscuits,Wibisco Eclipse Whole Wheat 1pk,2025-01-22 00:00:00,Trimart Supermarkets,2.4,,,,,,,,,,,,,
Baking & Bread,Biscuits,Wibisco Eclipse Whole Wheat 6pk,2025-01-08 00:00:00,Aone Supermarkets,,,,,,,,,,,,,,
Baking & Bread,Biscuits,Wibisco Eclipse Whole Wheat 6pk,2025-01-08 00:00:00,Channell Supermarkets,,,,,,,,,,,,,,
Baking & Bread,Biscuits,Wibisco Eclipse Whole Wheat 6pk,2025-01-08 00:00:00,Cherish Supermarket,,,,,,,,,,,,,,
Baking & Bread,Biscuits,Wibisco Eclipse Whole Wheat 6pk,2025-01-08 00:00:00,Eddies Supermarket,,,,,,,,,,,,,,
Baking & Bread,Biscuits,Wibisco Eclipse Whole Wheat 6pk,2025-01-08 00:00:00,Fair Deals Supermarkets,14.35,,,,,,,,,,,,,
Baking & Bread,Biscuits,Wibisco Eclipse Whole Wheat 6pk,2025-01-08 00:00:00,Jordans Supermarkets,,,,,,,,,,,,,,
Baking & Bread,Biscuits,Wibisco Eclipse Whole Wheat 6pk,2025-01-08 00:00:00,Lionel C Hill Supermarket,,,,,,,,,,,,,,
Baking & Bread,Biscuits,Wibisco Eclipse Whole Wheat 6pk,2025-01-08 00:00:00,Massy Stores,,,,,,,,,,,,,,
Baking & Bread,Biscuits,Wibisco Eclipse Whole Wheat 6pk,2025-01-08 00:00:00,People's Market,,,,,,,,,,,,,,
Baking & Bread,Biscuits,Wibisco Eclipse Whole Wheat 6pk,2025-01-08 00:00:00,Popular Discount Supermarkets,,,,,,,,,,,,,,
Baking & Bread,Biscuits,Wibisco Eclipse Whole Wheat 6pk,2025-01-08 00:00:00,Price Lo,,,,,,,,,,,,,,
Baking & Bread,Biscuits,Wibisco Eclipse Whole Wheat 6pk,2025-01-08 00:00:00,Roxy Supermarket,,,,,,,,,,,,,,
Baking & Bread,Biscuits,Wibisco Eclipse Whole Wheat 6pk,2025-01-08 00:00:00,Savings Plus Supermarkets,,,,,,,,,,,,,,
Baking & Bread,Biscuits,Wibisco Eclipse Whole Wheat 6pk,2025-01-08 00:00:00,Trimart Supermarkets,,,,,,,,,,,,,,
Baking & Bread,Biscuits,Wibisco Eclipse Whole Wheat 6pk,2025-01-22 00:00:00,Aone Supermarkets,14.35,,,,,,,,,,,,,
Baking & Bread,Biscuits,Wibisco Eclipse Whole Wheat 6pk,2025-01-22 00:00:00,Channell Supermarkets,14.35,,,,,,,,,,,,,
Baking & Bread,Biscuits,Wibisco Eclipse Whole Wheat 6pk,2025-01-22 00:00:00,Cherish Supermarket,12.69,,,,,,,,,,,,,
Baking & Bread,Biscuits,Wibisco Eclipse Whole Wheat 6pk,2025-01-22 00:00:00,Eddies Supermarket,14.25,,,,,,,,,,,,,
Baking & Bread,Biscuits,Wibisco Eclipse Whole Wheat 6pk,2025-01-22 00:00:00,Fair Deals Supermarkets,,,,,,,,,,,,,,
Baking & Bread,Biscuits,Wibisco Eclipse Whole Wheat 6pk,2025-01-22 00:00:00,Jordans Supermarkets,13.75,,,,,,,,,,,,,
Baking & Bread,Biscuits,Wibisco Eclipse Whole Wheat 6pk,2025-01-22 00:00:00,Lionel C Hill Supermarket,13.75,,,,,,,,,,,,,
Baking & Bread,Biscuits,Wibisco Eclipse Whole Wheat 6pk,2025-01-22 00:00:00,Massy Stores,14.59,,,,,,,,,,,,,
Baking & Bread,Biscuits,Wibisco Eclipse Whole Wheat 6pk,2025-01-22 00:00:00,People's Market,,,,,,,,,,,,,,
Baking & Bread,Biscuits,Wibisco Eclipse Whole Wheat 6pk,2025-01-22 00:00:00,Popular Discount Supermarkets,12.9,,,,,,,,,,,,,
Baking & Bread,Biscuits,Wibisco Eclipse Whole Wheat 6pk,2025-01-22 00:00:00,Price Lo,12.99,,,,,,,,,,,,,
Baking & Bread,Biscuits,Wibisco Eclipse Whole Wheat 6pk,2025-01-22 00:00:00,Roxy Supermarket,13.75,,,,,,,,,,,,,
Baking & Bread,Biscuits,Wibisco Eclipse Whole Wheat 6pk,2025-01-22 00:00:00,Savings Plus Supermarkets,14.35,,,,,,,,,,,,,
Baking & Bread,Biscuits,Wibisco Eclipse Whole Wheat 6pk,2025-01-22 00:00:00,Trimart Supermarkets,14.35,,,,,,,,,,,,,
Baking & Bread,Biscuits,Wibisco Sodabix 1pk,2025-01-22 00:00:00,Aone Supermarkets,2.25,,,,,,,,,,,,,
Baking & Bread,Biscuits,Wibisco Sodabix 1pk,2025-01-22 00:00:00,Channell Supermarkets,2.25,,,,,,,,,,,,,
Baking & Bread,Biscuits,Wibisco Sodabix 1pk,2025-01-22 00:00:00,Cherish Supermarket,2.09,,,,,,,,,,,,,
Baking & Bread,Biscuits,Wibisco Sodabix 1pk,2025-01-22 00:00:00,Eddies Supermarket,2.25,,,,,,,,,,,,,
Baking & Bread,Biscuits,Wibisco Sodabix 1pk,2025-01-22 00:00:00,Fair Deals Supermarkets,2.25,,,,,,,,,,,,,
Baking & Bread,Biscuits,Wibisco Sodabix 1pk,2025-01-22 00:00:00,Jordans Supermarkets,2.25,,,,,,,,,,,,,
Baking & Bread,Biscuits,Wibisco Sodabix 1pk,2025-01-22 00:00:00,Lionel C Hill Supermarket,2.25,,,,,,,,,,,,,
Baking & Bread,Biscuits,Wibisco Sodabix 1pk,2025-01-22 00:00:00,Massy Stores,2.35,,,,,,,,,,,,,
Baking & Bread,Biscuits,Wibisco Sodabix 1pk,2025-01-22 00:00:00,People's Market,2.32,,,,,,,,,,,,,
Baking & Bread,Biscuits,Wibisco Sodabix 1pk,2025-01-22 00:00:00,Popular Discount Supermarkets,1.88,,,,,,,,,,,,,
Baking & Bread,Biscuits,Wibisco Sodabix 1pk,2025-01-22 00:00:00,Price Lo,2.35,,,,,,,,,,,,,
Baking & Bread,Biscuits,Wibisco Sodabix 1pk,2025-01-22 00:00:00,Roxy Supermarket,2.25,,,,,,,,,,,,,
Baking & Bread,Biscuits,Wibisco Sodabix 1pk,2025-01-22 00:00:00,Savings Plus Supermarkets,2.35,,,,,,,,,,,,,
Baking & Bread,Biscuits,Wibisco Sodabix 1pk,2025-01-22 00:00:00,Trimart Supermarkets,2.25,,,,,,,,,,,,,
Baking & Bread,Biscuits,Wibisco Sodabix 6pk,2025-01-22 00:00:00,Aone Supermarkets,13.45,,,,,,,,,,,,,
Baking & Bread,Biscuits,Wibisco Sodabix 6pk,2025-01-22 00:00:00,Channell Supermarkets,13.45,,,,,,,,,,,,,
Baking & Bread,Biscuits,Wibisco Sodabix 6pk,2025-01-22 00:00:00,Cherish Supermarket,11.39,,,,,,,,,,,,,
Baking & Bread,Biscuits,Wibisco Sodabix 6pk,2025-01-22 00:00:00,Eddies Supermarket,13.45,,,,,,,,,,,,,
Baking & Bread,Biscuits,Wibisco Sodabix 6pk,2025-01-22 00:00:00,Fair Deals Supermarkets,13.45,,,,,,,,,,,,,
Baking & Bread,Biscuits,Wibisco Sodabix 6pk,2025-01-22 00:00:00,Jordans Supermarkets,13.45,,,,,,,,,,,,,
Baking & Bread,Biscuits,Wibisco Sodabix 6pk,2025-01-22 00:00:00,Lionel C Hill Supermarket,13.45,,,,,,,,,,,,,
Baking & Bread,Biscuits,Wibisco Sodabix 6pk,2025-01-22 00:00:00,Massy Stores,11.69,,,,,,,,,,,,,
Baking & Bread,Biscuits,Wibisco Sodabix 6pk,2025-01-22 00:00:00,People's Market,14.01,,,,,,,,,,,,,
Baking & Bread,Biscuits,Wibisco Sodabix 6pk,2025-01-22 00:00:00,Popular Discount Supermarkets,10.99,,,,,,,,,,,,,
Baking & Bread,Biscuits,Wibisco Sodabix 6pk,2025-01-22 00:00:00,Price Lo,10.99,,,,,,,,,,,,,
Baking & Bread,Biscuits,Wibisco Sodabix 6pk,2025-01-22 00:00:00,Roxy Supermarket,13.4,,,,,,,,,,,,,
Baking & Bread,Biscuits,Wibisco Sodabix 6pk,2025-01-22 00:00:00,Savings Plus Supermarkets,13.45,,,,,,,,,,,,,
Baking & Bread,Biscuits,Wibisco Sodabix 6pk,2025-01-22 00:00:00,Trimart Supermarkets,13.45,,,,,,,,,,,,,
Baking & Bread,Bread,Carter's Salt Bread 6pk,2025-01-08 00:00:00,Aone Supermarkets,,,,,,,,,,,,,,
Baking & Bread,Bread,Carter's Salt Bread 6pk,2025-01-08 00:00:00,Channell Supermarkets,,,,,,,,,,,,,,
Baking & Bread,Bread,Carter's Salt Bread 6pk,2025-01-08 00:00:00,Cherish Supermarket,,,,,,,,,,,,,,
Baking & Bread,Bread,Carter's Salt Bread 6pk,2025-01-08 00:00:00,Eddies Supermarket,,,,,,,,,,,,,,
Baking & Bread,Bread,Carter's Salt Bread 6pk,2025-01-08 00:00:00,Fair Deals Supermarkets,,,,,,,,,,,,,,
Baking & Bread,Bread,Carter's Salt Bread 6pk,2025-01-08 00:00:00,Jordans Supermarkets,,,,,,,,,,,,,,
Baking & Bread,Bread,Carter's Salt Bread 6pk,2025-01-08 00:00:00,Lionel C Hill Supermarket,,,,,,,,,,,,,,
Baking & Bread,Bread,Carter's Salt Bread 6pk,2025-01-08 00:00:00,Massy Stores,,,,,,,,,,,,,,
Baking & Bread,Bread,Carter's Salt Bread 6pk,2025-01-08 00:00:00,People's Market,4.5,,,,,,,,,,,,,
Baking & Bread,Bread,Carter's Salt Bread 6pk,2025-01-08 00:00:00,Popular Discount Supermarkets,,,,,,,,,,,,,,
Baking & Bread,Bread,Carter's Salt Bread 6pk,2025-01-08 00:00:00,Price Lo,,,,,,,,,,,,,,
Baking & Bread,Bread,Carter's Salt Bread 6pk,2025-01-08 00:00:00,Roxy Supermarket,,,,,,,,,,,,,,
Baking & Bread,Bread,Carter's Salt Bread 6pk,2025-01-08 00:00:00,Savings Plus Supermarkets,,,,,,,,,,,,,,
Baking & Bread,Bread,Carter's Salt Bread 6pk,2025-01-08 00:00:00,Trimart Supermarkets,,,,,,,,,,,,,,
Baking & Bread,Bread,Carter's Salt Bread 6pk,2025-01-22 00:00:00,Aone Supermarkets,,,,,,,,,,,,,,
Baking & Bread,Bread,Carter's Salt Bread 6pk,2025-01-22 00:00:00,Channell Supermarkets,4.5,,,,,,,,,,,,,
Baking & Bread,Bread,Carter's Salt Bread 6pk,2025-01-22 00:00:00,Cherish Supermarket,4.19,,,,,,,,,,,,,
Baking & Bread,Bread,Carter's Salt Bread 6pk,2025-01-22 00:00:00,Eddies Supermarket,3.99,,,,,,,,,,,,,
Baking & Bread,Bread,Carter's Salt Bread 6pk,2025-01-22 00:00:00,Fair Deals Supermarkets,,,,,,,,,,,,,,
Baking & Bread,Bread,Carter's Salt Bread 6pk,2025-01-22 00:00:00,Jordans Supermarkets,4.5,,,,,,,,,,,,,
Baking & Bread,Bread,Carter's Salt Bread 6pk,2025-01-22 00:00:00,Lionel C Hill Supermarket,,,,,,,,,,,,,,
